"Date","Comp","Negative","Neutral","Positive","Adj.Close"
"2018-08-14",0.906,0.01,0.891,0.099,50.3585395812988
"2018-08-15",0.904,0.025,0.773,0.201,50.4761810302734
"2018-08-16",-0.202,0.1,0.821,0.078,51.2156410217285
"2018-08-17",0.13,0.089,0.818,0.093,52.2384223937988
"2018-08-20",0.936,0,0.819,0.181,51.7294425964355
"2018-08-21",0.936,0.031,0.791,0.178,51.6286010742188
"2018-08-22",-0.382,0.042,0.958,0,51.6310005187988
"2018-08-23",0.967,0,0.768,0.232,51.736644744873
"2018-08-24",0.984,0.042,0.757,0.202,51.8975028991699
"2018-08-27",0.866,0.022,0.862,0.116,52.3248519897461
"2018-08-28",0.948,0.027,0.736,0.238,52.7474098205566
"2018-08-29",0.958,0.073,0.594,0.333,53.5349006652832
"2018-08-30",0.97,0.055,0.626,0.319,54.0270957946777
"2018-08-31",-0.318,0.069,0.886,0.045,54.6513214111328
"2018-09-04",0.981,0.026,0.658,0.316,54.8265800476074
"2018-09-05",0.202,0.082,0.827,0.091,54.4688491821289
"2018-09-06",0.128,0.028,0.939,0.034,53.563720703125
"2018-09-07",-0.128,0.084,0.841,0.075,53.1315650939941
"2018-09-10",0.979,0.071,0.645,0.284,52.4185028076172
"2018-09-11",0.44,0.066,0.835,0.099,53.7437896728516
"2018-09-12",-0.939,0.127,0.873,0,53.0763397216797
"2018-09-13",0.976,0,0.668,0.332,54.3584022521973
"2018-09-14",0.984,0.033,0.721,0.245,53.741382598877
"2018-09-17",0.912,0,0.755,0.245,52.3104515075684
"2018-09-18",0.9,0,0.87,0.13,52.3968887329102
"2018-09-19",0.927,0.038,0.749,0.213,52.428092956543
"2018-09-20",0.983,0.035,0.7,0.264,52.8266410827637
"2018-09-21",0.962,0.01,0.804,0.186,52.2576370239258
"2018-09-24",0.923,0,0.816,0.184,53.009105682373
"2018-09-25",0.949,0.091,0.698,0.21,53.3452377319336
"2018-09-26",0.969,0.071,0.676,0.253,52.9202766418457
"2018-09-27",0.649,0.068,0.795,0.137,54.0078735351562
"2018-09-28",0.941,0.04,0.775,0.185,54.1975517272949
"2018-10-01",0.929,0,0.708,0.292,54.5624809265137
"2018-10-02",0.977,0.018,0.719,0.263,55.0474624633789
"2018-10-03",-0.614,0.059,0.941,0,55.7173118591309
"2018-10-04",0.691,0.066,0.786,0.148,54.7377471923828
"2018-10-05",0.984,0.036,0.706,0.258,53.8494186401367
"2018-10-08",0.912,0.053,0.743,0.204,53.7245788574219
"2018-10-09",0.859,0.056,0.755,0.189,54.4688491821289
"2018-10-10",0.128,0.07,0.852,0.078,51.9455184936523
"2018-10-11",0.949,0,0.805,0.195,51.4869575500488
"2018-10-12",0.98,0.052,0.722,0.225,53.3260269165039
"2018-10-15",0.934,0.095,0.63,0.275,52.185604095459
"2018-10-16",0.844,0.029,0.848,0.123,53.3356246948242
"2018-10-17",0.878,0.032,0.855,0.112,53.105152130127
"2018-10-18",0.9,0.122,0.678,0.2,51.8638877868652
"2018-10-19",-0.178,0.075,0.848,0.077,52.6537780761719
"2018-10-22",-0.796,0.164,0.796,0.04,52.9755020141602
"2018-10-23",0.778,0.047,0.825,0.128,53.4748840332031
"2018-10-24",0.128,0.053,0.885,0.062,51.6406021118164
"2018-10-25",0.908,0.073,0.682,0.245,52.7714157104492
"2018-10-26",0.026,0.089,0.809,0.102,51.9311218261719
"2018-10-29",0.612,0.054,0.88,0.067,50.9563636779785
"2018-10-30",0.923,0.018,0.781,0.201,51.2108459472656
"2018-10-31",0.931,0,0.836,0.164,52.5457458496094
"2018-11-01",0.382,0.102,0.736,0.162,53.3524360656738
"2018-11-02",0.91,0.036,0.709,0.255,49.8135414123535
"2018-11-05",0.904,0.038,0.838,0.124,48.3994216918945
"2018-11-06",0.778,0,0.918,0.082,48.9228134155273
"2018-11-07",0.961,0.04,0.673,0.288,50.406551361084
"2018-11-08",0.572,0,0.92,0.08,50.2306785583496
"2018-11-09",-0.649,0.093,0.858,0.048,49.262149810791
"2018-11-12",0.026,0.117,0.777,0.105,46.7806053161621
"2018-11-13",0.273,0.099,0.801,0.1,46.3132171630859
"2018-11-14",0.158,0.077,0.837,0.085,45.0049934387207
"2018-11-15",0.886,0,0.749,0.251,46.115665435791
"2018-11-16",0.956,0.023,0.771,0.206,46.6264266967773
"2018-11-19",0.952,0.103,0.711,0.186,44.7785224914551
"2018-11-20",0.914,0.071,0.703,0.226,42.6390914916992
"2018-11-21",0.966,0.06,0.604,0.335,42.5909080505371
"2018-11-23",0.743,0.087,0.763,0.15,41.509147644043
"2018-11-26",0.758,0.025,0.88,0.095,42.0705146789551
"2018-11-27",0.7,0.048,0.81,0.141,41.9789657592773
"2018-11-28",0.557,0.102,0.791,0.107,43.5931663513184
"2018-11-29",0.978,0.015,0.791,0.195,43.2582817077637
"2018-11-30",0.44,0.074,0.825,0.1,43.024585723877
"2018-12-03",0.421,0.044,0.868,0.088,44.5279655456543
"2018-12-04",0.988,0.015,0.611,0.374,42.5692291259766
"2018-12-06",0.908,0.074,0.757,0.169,42.0946083068848
"2018-12-07",0.361,0,0.938,0.062,40.5936317443848
"2018-12-10",0.91,0.036,0.86,0.103,40.8610649108887
"2018-12-11",0.902,0,0.859,0.141,40.6273651123047
"2018-12-12",0.982,0.097,0.6,0.302,40.740592956543
"2018-12-13",0.7,0.142,0.682,0.176,41.1863174438477
"2018-12-14",0.818,0.082,0.715,0.203,39.8684501647949
"2018-12-17",0.977,0,0.746,0.254,39.4974250793457
"2018-12-18",0.859,0,0.871,0.129,40.0105934143066
"2018-12-19",0.84,0.076,0.734,0.19,38.7625961303711
"2018-12-20",0.981,0.096,0.536,0.368,37.7844390869141
"2018-12-21",-0.494,0.102,0.835,0.062,36.3147811889648
"2018-12-24",0.077,0.068,0.823,0.108,35.3751831054688
"2018-12-26",0.913,0,0.814,0.186,37.8663482666016
"2018-12-27",0.715,0.051,0.788,0.161,37.6206016540527
"2018-12-28",0.774,0.144,0.642,0.214,37.6398849487305
